"subject" "activity" "tbodyacc-mean-x" "tbodyacc-mean-y" "tbodyacc-mean-z" "tbodyacc-std-x" "tbodyacc-std-y" "tbodyacc-std-z" "tgravityacc-mean-x" "tgravityacc-mean-y" "tgravityacc-mean-z" "tgravityacc-std-x" "tgravityacc-std-y" "tgravityacc-std-z" "tbodyaccjerk-mean-x" "tbodyaccjerk-mean-y" "tbodyaccjerk-mean-z" "tbodyaccjerk-std-x" "tbodyaccjerk-std-y" "tbodyaccjerk-std-z" "tbodygyro-mean-x" "tbodygyro-mean-y" "tbodygyro-mean-z" "tbodygyro-std-x" "tbodygyro-std-y" "tbodygyro-std-z" "tbodygyrojerk-mean-x" "tbodygyrojerk-mean-y" "tbodygyrojerk-mean-z" "tbodygyrojerk-std-x" "tbodygyrojerk-std-y" "tbodygyrojerk-std-z" "tbodyaccmag-mean" "tbodyaccmag-std" "tgravityaccmag-mean" "tgravityaccmag-std" "tbodyaccjerkmag-mean" "tbodyaccjerkmag-std" "tbodygyromag-mean" "tbodygyromag-std" "tbodygyrojerkmag-mean" "tbodygyrojerkmag-std" "fbodyacc-mean-x" "fbodyacc-mean-y" "fbodyacc-mean-z" "fbodyacc-std-x" "fbodyacc-std-y" "fbodyacc-std-z" "fbodyaccjerk-mean-x" "fbodyaccjerk-mean-y" "fbodyaccjerk-mean-z" "fbodyaccjerk-std-x" "fbodyaccjerk-std-y" "fbodyaccjerk-std-z" "fbodygyro-mean-x" "fbodygyro-mean-y" "fbodygyro-mean-z" "fbodygyro-std-x" "fbodygyro-std-y" "fbodygyro-std-z" "fbodyaccmag-mean" "fbodyaccmag-std" "fbodybodyaccjerkmag-mean" "fbodybodyaccjerkmag-std" "fbodybodygyromag-mean" "fbodybodygyromag-std" "fbodybodygyrojerkmag-mean" "fbodybodygyrojerkmag-std"
"1068" 10 "standing" 0.28812456 -0.035682696 -0.11239258 -0.98906647 -0.92640141 -0.94570218 0.93164202 0.19826043 0.026570122 -0.99012216 -0.96381849 -0.98803661 0.08241386 -0.027015015 0.010520298 -0.97783755 -0.95549938 -0.97456486 -0.039761288 -0.10165712 0.08862136 -0.92873569 -0.94670408 -0.94245417 -0.088673867 -0.051953745 -0.077710322 -0.94186387 -0.96448725 -0.96679631 -0.9557693 -0.95098215 -0.9557693 -0.95098215 -0.97051567 -0.9714931 -0.93306184 -0.91284646 -0.96040417 -0.96106858 -0.98368129 -0.92856167 -0.95503511 -0.9921137 -0.92883739 -0.94376068 -0.97655486 -0.95327285 -0.97015812 -0.98150695 -0.96181433 -0.97768818 -0.92262259 -0.94758011 -0.93763021 -0.93096758 -0.94644386 -0.94926345 -0.9568373 -0.95415635 -0.97197593 -0.96922477 -0.93094709 -0.91581737 -0.96077913 -0.96383556
"1069" 10 "standing" 0.28490136 -0.027276026 -0.13954539 -0.99102289 -0.91937481 -0.93890663 0.93546011 0.18651665 0.023174059 -0.98947314 -0.95922897 -0.96378734 0.074141004 0.026597695 -0.0071849994 -0.98036209 -0.95311031 -0.97058808 -0.022972274 -0.10484862 0.049650124 -0.91097907 -0.95501364 -0.95011567 -0.095251878 -0.042807342 -0.068406625 -0.94554535 -0.97014245 -0.96830401 -0.94887552 -0.95053378 -0.94887552 -0.95053378 -0.96798503 -0.97294202 -0.92064872 -0.91560175 -0.96611065 -0.96253851 -0.98656156 -0.93014148 -0.94722374 -0.99355333 -0.91806589 -0.9380403 -0.97969203 -0.9531484 -0.96456594 -0.98298452 -0.95644057 -0.97562797 -0.91185867 -0.95594035 -0.94666867 -0.91170278 -0.95466365 -0.95572756 -0.95098446 -0.95681125 -0.96948654 -0.97702995 -0.93622254 -0.91679413 -0.96401182 -0.96280173
"1070" 10 "standing" 0.28408019 -0.021303583 -0.13429915 -0.99493016 -0.93831921 -0.95619433 0.93799123 0.18107469 0.011619617 -0.99673859 -0.99318364 -0.94834007 0.073415604 0.025742745 -0.018570354 -0.99249352 -0.9635883 -0.9822495 -0.013532693 -0.09095455 0.067954141 -0.93417047 -0.97252183 -0.95481886 -0.12157134 -0.032038968 -0.041082377 -0.97178097 -0.98738772 -0.98457935 -0.96306206 -0.96339401 -0.96306206 -0.96339401 -0.97969284 -0.98390825 -0.93901841 -0.94646779 -0.98270217 -0.98643671 -0.99339299 -0.94468753 -0.96622953 -0.99567657 -0.93790092 -0.953095 -0.99226089 -0.96188647 -0.9778266 -0.99345923 -0.96857372 -0.98567811 -0.93919415 -0.97577157 -0.96126003 -0.93367876 -0.97073031 -0.95673689 -0.96493574 -0.96700795 -0.98168154 -0.98620948 -0.96420357 -0.94476232 -0.98480146 -0.98962107
"1071" 10 "standing" 0.27976582 -0.023004143 -0.12151523 -0.99413909 -0.95397124 -0.98505951 0.93966765 0.17840271 0.0016973821 -0.99479887 -0.97848762 -0.97560284 0.074830551 0.0067875972 0.01154597 -0.99126967 -0.97536941 -0.99371097 -0.039637788 -0.069811046 0.078408856 -0.96392163 -0.9789418 -0.95900826 -0.11567279 -0.036580165 -0.051549094 -0.98176785 -0.99039918 -0.98550138 -0.97804812 -0.9824124 -0.97804812 -0.9824124 -0.98842894 -0.99059699 -0.96054281 -0.97202204 -0.98793934 -0.98955191 -0.99325065 -0.96426205 -0.98740203 -0.99447564 -0.95090164 -0.98383337 -0.99148346 -0.97276994 -0.99266675 -0.99176827 -0.98097928 -0.99323438 -0.96240638 -0.98181832 -0.96653952 -0.96457684 -0.97732892 -0.96024767 -0.98473121 -0.98259944 -0.98899472 -0.99194948 -0.98034567 -0.97133748 -0.98884417 -0.99100339
"1072" 10 "standing" 0.27429948 -0.016933866 -0.09125619 -0.99695618 -0.97808333 -0.94500356 0.94046164 0.17436836 -0.0022815337 -0.99741668 -0.98925149 -0.97997426 0.074283679 0.016346797 0.01460187 -0.99303494 -0.98613753 -0.99521547 -0.045355378 -0.053634239 0.077286459 -0.97833624 -0.97852272 -0.98262221 -0.088819925 -0.040261958 -0.054073458 -0.99099575 -0.99273542 -0.98949949 -0.97193895 -0.97459435 -0.97193895 -0.97459435 -0.99277894 -0.99623599 -0.97131531 -0.97142774 -0.99230765 -0.99387737 -0.99562401 -0.98227257 -0.97687349 -0.99767884 -0.97627074 -0.93398589 -0.99339377 -0.98731046 -0.99451077 -0.99319866 -0.98561467 -0.99436904 -0.97973945 -0.98462208 -0.98360161 -0.97811092 -0.97538839 -0.9836991 -0.98511199 -0.97201902 -0.99544441 -0.99621945 -0.98287267 -0.96936884 -0.99327636 -0.99490004
"1073" 10 "standing" 0.2811666 -0.021105727 -0.087220298 -0.99735787 -0.97844315 -0.94960387 0.9399101 0.17415427 0.0041156773 -0.99764656 -0.99378668 -0.94662411 0.075510245 0.0010367886 -0.0071026984 -0.99602013 -0.98712406 -0.99080775 -0.03244321 -0.068378773 0.086227302 -0.97190555 -0.97745084 -0.9920373 -0.082455636 -0.049459819 -0.059723015 -0.99194465 -0.9934357 -0.99337653 -0.9722417 -0.97367023 -0.9722417 -0.97367023 -0.99226574 -0.9945713 -0.97438743 -0.97194803 -0.9935322 -0.9953059 -0.99704432 -0.97952576 -0.9768301 -0.99744633 -0.97811223 -0.93991768 -0.9955603 -0.98682485 -0.98956989 -0.99699708 -0.98844605 -0.99050245 -0.97431108 -0.98176716 -0.98935788 -0.97153216 -0.97511323 -0.99386923 -0.98418419 -0.97122505 -0.99325028 -0.99540808 -0.98187334 -0.97049727 -0.99476752 -0.9961817
"1074" 10 "standing" 0.27901776 -0.015557491 -0.12288614 -0.9961641 -0.96846543 -0.98563194 0.94071068 0.17241378 0.010562328 -0.99515302 -0.98891463 -0.98297241 0.075259213 0.015460966 -0.013559643 -0.9957284 -0.98788296 -0.9909492 -0.022788486 -0.083754482 0.081192979 -0.97704596 -0.9902783 -0.99354124 -0.10158073 -0.039417217 -0.057129122 -0.99363671 -0.99577894 -0.99586788 -0.98338771 -0.98946219 -0.98338771 -0.98946219 -0.99258025 -0.99436637 -0.98063812 -0.98373688 -0.99588399 -0.99701663 -0.99624913 -0.97878808 -0.985158 -0.9960131 -0.96466592 -0.98619886 -0.99621539 -0.98747858 -0.98892953 -0.99549016 -0.98930911 -0.99159092 -0.98350111 -0.99237936 -0.9931141 -0.97581356 -0.98904834 -0.99418436 -0.99018444 -0.9895708 -0.99266774 -0.9963886 -0.99084267 -0.98204852 -0.99675194 -0.9973005
"1075" 10 "standing" 0.27490533 -0.014076128 -0.11086736 -0.99715812 -0.9751031 -0.97258299 0.94112539 0.17277288 0.0062086142 -0.997024 -0.98697725 -0.97542322 0.073214135 0.011562945 0.0020205949 -0.99539985 -0.9854569 -0.99251904 -0.021904665 -0.073413526 0.087528806 -0.98797258 -0.98945374 -0.99295762 -0.10452633 -0.041383023 -0.050951341 -0.99374439 -0.99688812 -0.99547383 -0.98424157 -0.98908077 -0.98424157 -0.98908077 -0.99233496 -0.99505519 -0.98723913 -0.99103652 -0.99649808 -0.99728576 -0.99685307 -0.98291866 -0.9852406 -0.99723612 -0.97194194 -0.96716949 -0.99554164 -0.98544944 -0.99071043 -0.99561588 -0.98650023 -0.99294349 -0.98881124 -0.99329351 -0.9926575 -0.98776273 -0.98743381 -0.99359412 -0.99004114 -0.98909061 -0.99434426 -0.99496111 -0.99259494 -0.99123328 -0.99745544 -0.99682481
"1076" 10 "sitting" 0.23704558 -0.099672174 -0.05715636 -0.92860828 -0.11663989 -0.62168067 0.68883855 -0.53254314 0.30740689 -0.85158605 -0.20382027 -0.50706608 0.13732553 0.45443661 -0.24862002 -0.98267226 -0.94840292 -0.98084859 -0.047661523 -0.2762211 -0.38817342 -0.96768965 -0.96958885 -0.94287214 -0.08479629 -0.013388689 -0.035841257 -0.98148362 -0.98649238 -0.98815238 -0.65464652 -0.31835241 -0.65464652 -0.31835241 -0.97183585 -0.95853923 -0.76342543 -0.94053896 -0.99079346 -0.97962921 -0.93414124 -0.33775209 -0.72856176 -0.92627975 -0.072892106 -0.59789715 -0.98147949 -0.95816872 -0.97449633 -0.98580505 -0.94129115 -0.98686887 -0.96298911 -0.96692189 -0.96205891 -0.96916413 -0.97150089 -0.94261536 -0.42471373 -0.37084294 -0.96360895 -0.95073724 -0.95797767 -0.93976177 -0.98229458 -0.97732664
"1077" 10 "sitting" 0.30036988 0.028346112 -0.14653819 -0.98763035 -0.80624758 -0.9171473 0.6726327 -0.59750796 0.33772044 -0.9670106 -0.81567973 -0.87820417 0.070659197 -0.065767005 0.048198452 -0.99664003 -0.99038592 -0.99226793 -0.028275433 -0.2213285 -0.2518623 -0.99574218 -0.97709677 -0.91068045 -0.093355545 -0.023504469 0.00043290124 -0.998192 -0.9983934 -0.99594285 -0.90541816 -0.84016541 -0.90541816 -0.84016541 -0.99377171 -0.99576144 -0.83464041 -0.91101314 -0.99827465 -0.99864265 -0.99271359 -0.8861585 -0.95328557 -0.98560376 -0.78530701 -0.90560936 -0.99626738 -0.9898073 -0.99070659 -0.99744794 -0.99189527 -0.992373 -0.99418095 -0.98191864 -0.91929179 -0.99620974 -0.97451439 -0.91593712 -0.91110383 -0.83443824 -0.99545687 -0.99487706 -0.94041075 -0.90858564 -0.99859232 -0.99841564
"1078" 10 "sitting" 0.2786911 -0.024501237 -0.10006033 -0.99783207 -0.97274973 -0.99208561 0.67993934 -0.56813619 0.32238519 -0.99288923 -0.96995795 -0.98062767 0.075699768 -0.0001042063 0.0017210061 -0.9960951 -0.99197697 -0.99381979 -0.023862899 -0.15088936 -0.087235567 -0.99935984 -0.97977913 -0.92397582 -0.098526145 -0.028935685 -0.0052803146 -0.99909145 -0.99755361 -0.99759461 -0.98810203 -0.98699114 -0.98810203 -0.98699114 -0.99522863 -0.99659108 -0.91673438 -0.92419135 -0.99847448 -0.99872633 -0.99737918 -0.98264227 -0.99147278 -0.99802073 -0.9689197 -0.99224851 -0.99609852 -0.99162622 -0.99208943 -0.99642936 -0.99304199 -0.99418944 -0.99916491 -0.9850244 -0.93133573 -0.99940377 -0.97702625 -0.92840146 -0.99169755 -0.98515041 -0.99643563 -0.99546315 -0.94999869 -0.92169779 -0.99856399 -0.99875293
"1079" 10 "sitting" 0.27759271 -0.016958833 -0.10539048 -0.99812373 -0.99063547 -0.99031504 0.6805392 -0.57110009 0.32455271 -0.9986859 -0.9872272 -0.98840427 0.077143725 0.022385476 -0.0081945326 -0.99665012 -0.99412312 -0.9952957 -0.023724395 -0.10027443 0.028097287 -0.99935177 -0.98916821 -0.95748545 -0.096607001 -0.031319923 -0.023841406 -0.9994128 -0.99751275 -0.99786537 -0.99665466 -0.99332386 -0.99665466 -0.99332386 -0.99664883 -0.99795778 -0.97371013 -0.95856941 -0.99882316 -0.99853783 -0.99739742 -0.988307 -0.99249649 -0.99850392 -0.99153432 -0.98875437 -0.99641812 -0.99418341 -0.99455525 -0.99725753 -0.99445068 -0.99448989 -0.99886378 -0.99105322 -0.9597287 -0.99953924 -0.98804651 -0.96043749 -0.99317068 -0.99351744 -0.99763166 -0.99725532 -0.97430163 -0.95622766 -0.99831875 -0.99868589
"1080" 10 "sitting" 0.28032827 -0.016060559 -0.1078674 -0.99770607 -0.99774538 -0.99236372 0.68079457 -0.57154508 0.32566229 -0.99825808 -0.99548611 -0.9973441 0.071733539 0.0085419511 -0.0044593018 -0.99556704 -0.99577088 -0.99181666 -0.025534156 -0.074881425 0.089981805 -0.99941603 -0.995426 -0.98089895 -0.098272562 -0.035719159 -0.042072508 -1 -0.99825867 -0.99697955 -0.99859098 -0.99616568 -0.99859098 -0.99616568 -0.99505747 -0.99567762 -0.99191396 -0.99325953 -0.99915443 -0.9991599 -0.99644683 -0.99650771 -0.99173035 -0.99843326 -0.99751926 -0.9925202 -0.99540768 -0.99652143 -0.99077282 -0.99616614 -0.99507009 -0.99130224 -0.99938313 -0.99557984 -0.98340516 -0.99939069 -0.99526589 -0.9816279 -0.99490608 -0.9970246 -0.99568195 -0.99426352 -0.99632679 -0.99218817 -0.99905635 -0.99897046
"1081" 10 "sitting" 0.27828022 -0.017186888 -0.10858472 -0.99713409 -0.99537 -0.99321051 0.68163952 -0.57077595 0.32604516 -0.99704465 -0.99811072 -0.99619511 0.074499633 0.0063600174 -0.0041121966 -0.99625408 -0.9921939 -0.98754844 -0.026817262 -0.065612404 0.10829363 -0.99966692 -0.99810048 -0.99405708 -0.099653368 -0.041752688 -0.057090517 -0.99864702 -0.99834258 -0.99701419 -0.99814356 -0.99692007 -0.99814356 -0.99692007 -0.99233388 -0.99274115 -0.99228589 -0.99555083 -0.99874896 -0.99967928 -0.99695531 -0.99407759 -0.98950871 -0.99714036 -0.99531637 -0.99588748 -0.99660616 -0.99247055 -0.9854048 -0.99613039 -0.99236537 -0.98824855 -0.99921174 -0.99821436 -0.99486692 -0.99987683 -0.99795377 -0.99415791 -0.9955847 -0.99785564 -0.99288183 -0.99105786 -0.99741426 -0.99479165 -0.99948758 -0.99949132
"1082" 10 "sitting" 0.27637938 -0.015209503 -0.1084106 -0.99823653 -0.99065527 -0.99543932 0.68168694 -0.57061959 0.32606304 -0.99748944 -0.99629295 -0.99644373 0.075951297 0.01176243 0.0019092286 -0.99800894 -0.99168181 -0.99250256 -0.027790086 -0.065980391 0.1036905 -0.99920684 -0.99882579 -0.99393134 -0.097723691 -0.041560059 -0.056057627 -0.99796412 -0.99866318 -0.99722912 -0.99777627 -0.9972144 -0.99777627 -0.9972144 -0.99535436 -0.99539249 -0.99401773 -0.99617714 -0.99883095 -0.99963713 -0.99822901 -0.99113658 -0.99433007 -0.99817227 -0.98986084 -0.99573204 -0.99799353 -0.99109902 -0.99134739 -0.9981994 -0.99310907 -0.99213168 -0.99884357 -0.99872473 -0.99519644 -0.9993191 -0.99883834 -0.99387852 -0.99755072 -0.99652523 -0.99578617 -0.99327087 -0.99777018 -0.99548271 -0.99948594 -0.99962867
"1083" 10 "sitting" 0.27828644 -0.018115578 -0.10697044 -0.9979633 -0.98675753 -0.99861825 0.68141086 -0.56962511 0.32582554 -0.99873068 -0.99412501 -0.99728671 0.073738209 0.01518253 -0.00079631323 -0.99608653 -0.99332143 -0.99849628 -0.028252195 -0.070228217 0.098479078 -0.99902344 -0.99881411 -0.99272772 -0.09811038 -0.040565038 -0.056015898 -0.99836235 -0.99873567 -0.99761067 -0.99753756 -0.99751947 -0.99753756 -0.99751947 -0.99782062 -0.99890552 -0.99582222 -0.99666855 -0.99914139 -0.99953703 -0.99713408 -0.98987482 -0.99847164 -0.99840353 -0.98491578 -0.99793748 -0.99603207 -0.99210163 -0.99812729 -0.99649858 -0.99567576 -0.99731921 -0.99846805 -0.9989767 -0.99506915 -0.99921454 -0.99863058 -0.99243037 -0.99799678 -0.99667904 -0.9986675 -0.99809363 -0.99845777 -0.99577564 -0.99945772 -0.99931383
"1084" 10 "sitting" 0.28143119 -0.018331094 -0.10958486 -0.99686389 -0.98718675 -0.99495532 0.68190961 -0.57005934 0.32615267 -0.9978282 -0.99286753 -0.998656 0.075556316 0.010552058 -0.0007831835 -0.99454027 -0.99312633 -0.99494313 -0.027892366 -0.073665561 0.091574668 -0.99935203 -0.99853086 -0.9922649 -0.098702499 -0.04051098 -0.056762495 -0.99917028 -0.99822022 -0.99797564 -0.99629704 -0.99538504 -0.99629704 -0.99538504 -0.99546495 -0.99712849 -0.99703629 -0.9987551 -0.99921422 -0.99924967 -0.99643954 -0.98987074 -0.99553467 -0.99700342 -0.98551699 -0.99404381 -0.99551104 -0.99290832 -0.99445714 -0.9938617 -0.99391881 -0.99384058 -0.9992373 -0.99836498 -0.99423995 -0.9993593 -0.99859294 -0.99212547 -0.99528647 -0.99527878 -0.99636691 -0.99727069 -0.99915356 -0.99847862 -0.99903582 -0.99938252
"1085" 10 "sitting" 0.27884641 -0.015636976 -0.10896439 -0.99626761 -0.99071825 -0.99355261 0.68301077 -0.57062315 0.32586891 -0.99555974 -0.99581024 -0.99807459 0.077878447 0.015669018 0.00090266011 -0.99572039 -0.99373074 -0.99220263 -0.027378961 -0.074910494 0.086831533 -0.99917769 -0.99837154 -0.9929189 -0.098537442 -0.041432131 -0.054683616 -0.99820606 -0.99783878 -0.99746631 -0.99667286 -0.99579115 -0.99667286 -0.99579115 -0.99478863 -0.9958387 -0.9977132 -0.99831569 -0.99876359 -0.99855353 -0.99677441 -0.99054273 -0.99273757 -0.99590841 -0.99028086 -0.99375568 -0.99632561 -0.99395946 -0.99122623 -0.99534412 -0.99385517 -0.99161872 -0.99868196 -0.99804231 -0.99523118 -0.99935238 -0.99856579 -0.99261324 -0.99545444 -0.99582234 -0.99504239 -0.99577964 -0.99871811 -0.99811545 -0.99862765 -0.99812672
"1086" 10 "sitting" 0.27841115 -0.014625524 -0.10708605 -0.99505712 -0.99161151 -0.99106534 0.68343263 -0.56965062 0.32548656 -0.99732459 -0.99724182 -0.9994093 0.076823129 0.014689981 -0.001698115 -0.99364168 -0.99433245 -0.98872607 -0.026776905 -0.073722579 0.082587504 -0.99849502 -0.99855728 -0.99306446 -0.098788674 -0.04157483 -0.053770974 -0.99728118 -0.99788356 -0.99730878 -0.99541158 -0.99429795 -0.99541158 -0.99429795 -0.99404119 -0.98932924 -0.99749461 -0.99759579 -0.99847851 -0.99851425 -0.99436228 -0.99105233 -0.99020556 -0.99530604 -0.99133833 -0.99148912 -0.99338009 -0.99435159 -0.98683952 -0.99454708 -0.99470191 -0.98914173 -0.99769984 -0.99808994 -0.99473155 -0.99876098 -0.99887682 -0.99295306 -0.99262868 -0.99575575 -0.98993121 -0.98689755 -0.99834162 -0.99724122 -0.99873039 -0.99788488
"1087" 10 "sitting" 0.28017195 -0.015844322 -0.10746245 -0.99469769 -0.98907352 -0.9909165 0.68405111 -0.56826326 0.32561577 -0.99491633 -0.99368206 -0.99907849 0.073732821 0.0056348171 -0.00049604003 -0.9927313 -0.99169791 -0.98987358 -0.027697141 -0.073718031 0.086532875 -0.9986355 -0.99811855 -0.99197616 -0.09848069 -0.040971092 -0.055470284 -0.99801886 -0.99782534 -0.99734378 -0.99472854 -0.99428514 -0.99472854 -0.99428514 -0.99334911 -0.99016734 -0.99705006 -0.99817474 -0.99860205 -0.99872637 -0.99351014 -0.98822252 -0.98973713 -0.99522119 -0.98913165 -0.99159228 -0.99269643 -0.99125733 -0.98750243 -0.99341632 -0.99290931 -0.99092421 -0.99807632 -0.99799002 -0.99363806 -0.99880148 -0.99814947 -0.99196605 -0.99350307 -0.99489395 -0.98942588 -0.98987986 -0.99856068 -0.99801173 -0.99852978 -0.99880721
"1088" 10 "sitting" 0.27866843 -0.016803368 -0.10598129 -0.99527242 -0.98968685 -0.99358006 0.68466779 -0.56766809 0.32629024 -0.99747802 -0.99686765 -0.99553197 0.076372415 0.013852021 0.0032075882 -0.99373277 -0.99145595 -0.99349802 -0.028189286 -0.075424953 0.087642441 -0.99769351 -0.99712675 -0.98916145 -0.098646348 -0.039160059 -0.05406007 -0.99454953 -0.99708203 -0.99707359 -0.99547649 -0.99761144 -0.99547649 -0.99761144 -0.99407037 -0.99588928 -0.99559405 -0.99584881 -0.9974738 -0.99692518 -0.99495836 -0.98935301 -0.99406062 -0.99531779 -0.98940588 -0.99284683 -0.99399145 -0.99139513 -0.99305425 -0.99395475 -0.99214195 -0.9923288 -0.99634414 -0.99641392 -0.99277097 -0.99816507 -0.99762954 -0.98881466 -0.99686529 -0.99788468 -0.99541102 -0.99538332 -0.99675363 -0.99567674 -0.99683912 -0.99684263
"1089" 10 "sitting" 0.27585638 -0.016754281 -0.1068294 -0.99385292 -0.9900976 -0.99203205 0.68455802 -0.56748625 0.32751302 -0.99793819 -0.99584113 -0.9942531 0.078050866 0.010837021 -0.0012544728 -0.99108106 -0.99321468 -0.99288257 -0.027558037 -0.073062832 0.086388076 -0.99499151 -0.99583378 -0.98891266 -0.099233071 -0.038343091 -0.05463295 -0.98971544 -0.99586838 -0.99666087 -0.99513814 -0.99428946 -0.99513814 -0.99428946 -0.99357671 -0.99375626 -0.99377218 -0.99568383 -0.99519485 -0.99519846 -0.99184122 -0.99092475 -0.99107664 -0.99485328 -0.98915598 -0.99245339 -0.98994764 -0.99320787 -0.99043448 -0.99345923 -0.9936993 -0.99414452 -0.99196001 -0.9949301 -0.99212296 -0.99606661 -0.99647629 -0.98870168 -0.99340137 -0.99500658 -0.99361828 -0.99251758 -0.9951073 -0.99686148 -0.99480563 -0.995794
"1090" 10 "sitting" 0.27799337 -0.017051708 -0.10940216 -0.99369451 -0.98849857 -0.99206412 0.68427664 -0.5672003 0.32801698 -0.99700186 -0.99683106 -0.99844943 0.078121138 0.011131773 -0.0033609682 -0.99130376 -0.99194506 -0.99230157 -0.027344413 -0.073772837 0.083970546 -0.99455205 -0.99584629 -0.98872513 -0.099614363 -0.040381081 -0.054467712 -0.98880163 -0.99600082 -0.99579416 -0.99510904 -0.99265511 -0.99510904 -0.99265511 -0.99310548 -0.99338153 -0.993515 -0.99527885 -0.99467335 -0.99526359 -0.99220438 -0.98937633 -0.99167555 -0.99436594 -0.98763309 -0.99206522 -0.99055721 -0.9922684 -0.99136133 -0.99308754 -0.99207358 -0.99167742 -0.99130095 -0.99541992 -0.99155674 -0.99569952 -0.99609915 -0.9886429 -0.99201847 -0.99333098 -0.99341479 -0.99185109 -0.99432832 -0.99695983 -0.99484471 -0.99590036
"1091" 10 "sitting" 0.27794403 -0.01640824 -0.10930659 -0.99292346 -0.98841279 -0.99439762 0.68460335 -0.56713838 0.32767854 -0.99546871 -0.9967816 -0.99842815 0.076595304 0.013111873 -0.0085483901 -0.98874234 -0.98992166 -0.99263222 -0.028476966 -0.075191124 0.082808768 -0.99466576 -0.99536613 -0.98696343 -0.097948794 -0.042912478 -0.055863441 -0.99006186 -0.99552054 -0.99613627 -0.99480951 -0.9951327 -0.99480951 -0.9951327 -0.99118785 -0.99383468 -0.99275206 -0.99476613 -0.99492575 -0.99542328 -0.99135665 -0.98777673 -0.99365138 -0.99361696 -0.98838783 -0.99448531 -0.98847072 -0.99033406 -0.98948442 -0.99009352 -0.99008033 -0.9948653 -0.99198256 -0.99449354 -0.99153414 -0.9955609 -0.99597359 -0.98654934 -0.99459151 -0.9954483 -0.99322765 -0.99345692 -0.99462126 -0.99567723 -0.99469283 -0.99658252
"1092" 10 "sitting" 0.27871331 -0.016687775 -0.10882776 -0.99240752 -0.98751843 -0.99374254 0.68500478 -0.56656106 0.32721853 -0.99678247 -0.99778035 -0.99749186 0.07418539 0.0045654322 -0.00458669 -0.98911785 -0.98702161 -0.98921179 -0.029253472 -0.074475988 0.090067488 -0.99445408 -0.99537332 -0.98854513 -0.096094891 -0.039588907 -0.0559562 -0.98933571 -0.99534689 -0.99645032 -0.99365894 -0.99680554 -0.99365894 -0.99680554 -0.98915464 -0.99183658 -0.99298754 -0.99537521 -0.99454506 -0.99544803 -0.99110615 -0.98477941 -0.99264272 -0.99293727 -0.98886547 -0.99414975 -0.98977933 -0.98614676 -0.98798742 -0.98928378 -0.98918737 -0.98886266 -0.99188807 -0.99529985 -0.99169073 -0.99528875 -0.99536895 -0.98838604 -0.99529391 -0.99792254 -0.99152812 -0.99073914 -0.99489799 -0.99651531 -0.99462426 -0.99684144
"1093" 10 "sitting" 0.17376172 -0.096872658 -0.015918807 -0.88864509 -0.69353974 -0.78430924 1 -0.11811294 0.012074281 -0.75904499 -0.75811458 -0.77849263 0.035156609 0.044875084 0.039096917 -0.97690731 -0.91501575 -0.96394995 -0.29945093 0.62611304 0.39552837 -0.92596037 -0.87867691 -0.89891475 -0.067176437 -0.021246441 -0.079676099 -0.96082375 -0.96803311 -0.96007509 -0.77292284 -0.73662246 -0.77292284 -0.73662246 -0.96678644 -0.92484801 -0.54000953 -0.79671839 -0.97617992 -0.95164049 -0.92939138 -0.82871594 -0.8811773 -0.87566346 -0.65903593 -0.75721032 -0.974687 -0.91294551 -0.95785488 -0.98199654 -0.92393645 -0.9688613 -0.91814547 -0.91805229 -0.91225406 -0.92866783 -0.86032279 -0.90387193 -0.88194971 -0.72198409 -0.9281932 -0.91943431 -0.88888084 -0.782198 -0.95455893 -0.95079171
"1094" 10 "sitting" 0.26762888 -0.00025753141 -0.074261301 -0.94705638 -0.88214086 -0.90666519 0.97365531 -0.15719549 0.045924372 -0.884554 -0.90237608 -0.85109892 0.10462728 0.087323886 -0.045116704 -0.98818965 -0.97656862 -0.98688046 -0.1928612 0.3324438 0.25789644 -0.9232327 -0.90597164 -0.89114634 -0.059861519 -0.093808902 -0.083130384 -0.98921058 -0.99405921 -0.97803601 -0.92039784 -0.89674351 -0.92039784 -0.89674351 -0.98554993 -0.98513967 -0.72919179 -0.80619257 -0.98928709 -0.99174386 -0.95538472 -0.89676013 -0.93209148 -0.94378232 -0.88127513 -0.89986864 -0.98790696 -0.97809686 -0.98246815 -0.98959888 -0.9762958 -0.99055968 -0.92568928 -0.93235615 -0.92085244 -0.92343902 -0.89325368 -0.89259958 -0.90865546 -0.90525124 -0.98404908 -0.98535749 -0.87979165 -0.79759708 -0.99163793 -0.99206757
